instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,kaggle_fold,high_card,cnt_REGR,cnt_CLASS,cnt_MULTICLASS
6126,2011-09-17,3_summer,2011,09,19,0,6_Sat,No,1_clear,16.44,17,0.68,8.9981,70,186,256,train,0.68,5.54907608489522,0_low,0_low
6127,2011-09-17,3_summer,2011,09,20,NA,6_Sat,No,1_clear,16.44,17,0.68,8.9981,43,133,176,train,0.68,5.176149732573829,0_low,0_low
6128,2011-09-17,3_summer,2011,09,21,0,6_Sat,No,2_misty,15.5,15.9968,0.72,12.998000000000001,49,121,170,train,0.72,5.14166355650266,0_low,0_low
6129,2011-09-17,3_summer,2011,09,22,0,6_Sat,No,1_clear,15.5,15.9968,0.72,15.001299999999999,31,112,143,train,0.72,4.969813299576001,0_low,0_low
6130,2011-09-17,3_summer,2011,09,23,0,6_Sat,No,1_clear,13.620000000000001,13.997,0.82,11.0014,36,100,136,train,0.82,4.919980925828125,0_low,0_low
6131,2011-09-18,3_summer,2011,09,00,0,0_Sun,No,1_clear,13.620000000000001,13.997,0.77,15.001299999999999,24,88,112,train,0.77,4.727387818712341,0_low,0_low
6132,2011-09-18,3_summer,2011,09,01,0,0_Sun,No,1_clear,13.620000000000001,13.997,0.77,15.001299999999999,13,66,79,train,0.77,4.382026634673881,0_low,0_low
6133,2011-09-18,3_summer,2011,09,02,0,0_Sun,No,1_clear,12.68,13.000399999999999,0.82,16.997899999999998,21,68,89,train,0.82,4.499809670330265,0_low,0_low
6134,2011-09-18,3_summer,2011,09,03,0,0_Sun,No,1_clear,12.68,13.000399999999999,0.82,12.998000000000001,11,25,36,train,0.82,3.6109179126442243,0_low,0_low
6135,2011-09-18,3_summer,2011,09,04,0,0_Sun,No,1_clear,12.68,13.000399999999999,0.77,15.001299999999999,1,0,1,train,0.77,0.6931471805599453,0_low,0_low
6136,2011-09-18,3_summer,2011,09,05,0,0_Sun,No,1_clear,12.68,13.000399999999999,0.77,15.001299999999999,1,5,6,train,0.77,1.9459101490553132,0_low,0_low
6137,2011-09-18,3_summer,2011,09,06,0,0_Sun,No,1_clear,12.68,13.000399999999999,0.77,16.997899999999998,2,10,12,train,0.77,2.5649493574615367,0_low,0_low
6138,2011-09-18,3_summer,2011,09,07,0,0_Sun,No,1_clear,13.620000000000001,13.997,0.72,15.001299999999999,15,29,44,train,0.72,3.8066624897703196,0_low,0_low
6139,2011-09-18,3_summer,2011,09,08,0,0_Sun,No,1_clear,13.620000000000001,13.997,0.72,16.997899999999998,16,53,69,train,0.72,4.248495242049359,0_low,0_low
6140,2011-09-18,3_summer,2011,09,09,0,0_Sun,No,1_clear,14.559999999999999,15.0002,0.67,16.997899999999998,46,94,140,train,0.67,4.948759890378168,0_low,0_low
6141,2011-09-18,3_summer,2011,09,10,0,0_Sun,No,1_clear,15.5,15.9968,0.72,11.0014,82,178,260,train,0.72,5.564520407322694,0_low,0_low
6142,2011-09-18,3_summer,2011,09,11,0,0_Sun,No,1_clear,16.44,17,0.68,15.001299999999999,116,201,317,train,0.68,5.762051382780177,0_low,0_low
6143,2011-09-18,3_summer,2011,09,12,0,0_Sun,No,1_clear,17.380000000000003,18.0032,0.64,8.9981,135,229,364,train,0.64,5.8998973535824915,1_high,1_high
6144,2011-09-18,3_summer,2011,09,13,0,0_Sun,No,1_clear,18.320000000000004,18.9998,0.6,8.9981,162,214,376,train,0.6,5.932245187448011,1_high,1_high
6145,2011-09-18,3_summer,2011,09,14,0,0_Sun,No,2_misty,19.259999999999998,20.003,0.56,8.9981,127,184,311,train,0.56,5.7430031878094825,0_low,0_low
6146,2011-09-18,3_summer,2011,09,15,0,0_Sun,No,2_misty,19.259999999999998,20.003,0.6,8.9981,132,233,365,train,0.6,5.902633333401366,1_high,1_high
6147,2011-09-18,3_summer,2011,09,16,0,0_Sun,No,2_misty,18.320000000000004,18.9998,0.64,11.0014,134,235,369,train,0.64,5.91350300563827,1_high,1_high
6148,2011-09-18,3_summer,2011,09,17,NA,0_Sun,No,2_misty,18.320000000000004,18.9998,0.64,12.998000000000001,95,230,325,train,0.64,5.786897381366708,1_high,1_high
6149,2011-09-18,3_summer,2011,09,18,0,0_Sun,No,2_misty,18.320000000000004,18.9998,0.6,7.0015,66,223,289,train,0.6,5.66988092298052,0_low,0_low
6150,2011-09-18,3_summer,2011,09,19,0,0_Sun,No,2_misty,17.380000000000003,18.0032,0.68,7.0015,54,191,245,train,0.68,5.5053315359323625,0_low,0_low
6151,2011-09-18,3_summer,2011,09,20,0,0_Sun,No,2_misty,17.380000000000003,18.0032,0.68,6.0032,44,136,180,train,0.68,5.198497031265826,0_low,0_low
6152,2011-09-18,3_summer,2011,09,21,0,0_Sun,No,2_misty,17.380000000000003,18.0032,0.68,6.0032,37,110,147,train,0.68,4.997212273764115,0_low,0_low
6153,2011-09-18,3_summer,2011,09,22,0,0_Sun,No,2_misty,17.380000000000003,18.0032,0.68,6.0032,9,75,84,train,0.68,4.442651256490317,0_low,0_low
6154,2011-09-18,3_summer,2011,09,23,0,0_Sun,No,1_clear,17.380000000000003,18.0032,0.68,12.998000000000001,10,44,54,train,0.68,4.007333185232471,0_low,0_low
6155,2011-09-19,3_summer,2011,09,00,0,1_Mon,Yes,2_misty,16.44,17,0.72,11.0014,14,23,37,train,0.72,3.6375861597263857,0_low,0_low
6156,2011-09-19,3_summer,2011,09,01,0,1_Mon,Yes,2_misty,16.44,17,0.72,7.0015,3,7,10,train,0.72,2.3978952727983707,0_low,0_low
6157,2011-09-19,3_summer,2011,09,02,0,1_Mon,Yes,2_misty,16.44,17,0.72,8.9981,6,7,13,train,0.72,2.6390573296152584,0_low,0_low
6158,2011-09-19,3_summer,2011,09,03,0,1_Mon,Yes,2_misty,15.5,15.9968,0.77,8.9981,1,4,5,train,0.77,1.791759469228055,0_low,0_low
6159,2011-09-19,3_summer,2011,09,04,0,1_Mon,Yes,2_misty,15.5,15.9968,0.77,11.0014,2,6,8,train,0.77,2.1972245773362196,0_low,0_low
6160,2011-09-19,3_summer,2011,09,05,0,1_Mon,Yes,2_misty,15.5,15.9968,0.77,12.998000000000001,2,26,28,train,0.77,3.367295829986474,0_low,0_low
6161,2011-09-19,3_summer,2011,09,06,0,1_Mon,Yes,1_clear,15.5,15.9968,0.77,15.001299999999999,6,107,113,train,0.77,4.736198448394496,0_low,0_low
6162,2011-09-19,3_summer,2011,09,07,NA,1_Mon,Yes,2_misty,15.5,15.9968,0.82,15.001299999999999,20,312,332,train,0.82,5.808142489980444,1_high,1_high
6163,2011-09-19,3_summer,2011,09,08,0,1_Mon,Yes,2_misty,16.44,17,0.77,8.9981,29,391,420,train,0.77,6.042632833682381,1_high,1_high
6164,2011-09-19,3_summer,2011,09,09,0,1_Mon,Yes,2_misty,17.380000000000003,18.0032,0.68,11.0014,32,183,215,train,0.68,5.375278407684165,0_low,0_low
6165,2011-09-19,3_summer,2011,09,10,0,1_Mon,Yes,2_misty,18.320000000000004,18.9998,0.64,8.9981,21,84,105,train,0.64,4.663439094112067,0_low,0_low
6166,2011-09-19,3_summer,2011,09,11,0,1_Mon,Yes,2_misty,19.259999999999998,20.003,0.64,11.0014,41,98,139,train,0.64,4.941642422609304,0_low,0_low
6167,2011-09-19,3_summer,2011,09,12,NA,1_Mon,Yes,2_misty,19.259999999999998,20.003,0.6,6.0032,51,138,189,train,0.6,5.247024072160486,0_low,0_low
6168,2011-09-19,3_summer,2011,09,13,0,1_Mon,Yes,2_misty,20.2,24.0026,0.6,NA,53,124,177,train,0.6,5.181783550292085,0_low,0_low
6169,2011-09-19,3_summer,2011,09,14,0,1_Mon,Yes,2_misty,20.2,24.0026,0.6,12.998000000000001,45,143,188,train,0.6,5.241747015059643,0_low,0_low
6170,2011-09-19,3_summer,2011,09,15,0,1_Mon,Yes,2_misty,20.2,24.0026,0.6,15.001299999999999,44,143,187,train,0.6,5.236441962829949,0_low,0_low
6171,2011-09-19,3_summer,2011,09,16,0,1_Mon,Yes,2_misty,20.2,24.0026,0.6,11.0014,55,208,263,train,0.6,5.575949103146316,0_low,0_low
6172,2011-09-19,3_summer,2011,09,17,NA,1_Mon,Yes,2_misty,19.259999999999998,20.003,0.64,8.9981,85,483,568,train,0.64,6.343880434126331,1_high,2_very_high
6173,2011-09-19,3_summer,2011,09,18,0,1_Mon,Yes,2_misty,18.320000000000004,18.9998,0.68,8.9981,56,484,540,train,0.68,6.293419278846481,1_high,1_high
6174,2011-09-19,3_summer,2011,09,19,0,1_Mon,Yes,2_misty,18.320000000000004,18.9998,0.68,7.0015,41,333,374,train,0.68,5.926926025970411,1_high,1_high
6175,2011-09-19,3_summer,2011,09,20,0,1_Mon,Yes,2_misty,18.320000000000004,18.9998,0.68,8.9981,27,204,231,train,0.68,5.44673737166631,0_low,0_low
6176,2011-09-19,3_summer,2011,09,21,0,1_Mon,Yes,2_misty,18.320000000000004,18.9998,0.68,11.0014,19,181,200,train,0.68,5.303304908059076,0_low,0_low
6177,2011-09-19,3_summer,2011,09,22,0,1_Mon,Yes,2_misty,18.320000000000004,18.9998,0.68,11.0014,25,104,129,train,0.68,4.867534450455582,0_low,0_low
6178,2011-09-19,3_summer,2011,09,23,0,1_Mon,Yes,2_misty,18.320000000000004,18.9998,0.73,12.998000000000001,13,55,68,train,0.73,4.23410650459726,0_low,0_low
6179,2011-09-20,3_summer,2011,09,00,0,2_Tue,Yes,2_misty,18.320000000000004,18.9998,0.73,11.0014,4,21,25,test,0.73,3.258096538021482,0_low,0_low
6180,2011-09-20,3_summer,2011,09,01,0,2_Tue,Yes,2_misty,17.380000000000003,18.0032,0.88,11.0014,3,11,14,test,0.88,2.70805020110221,0_low,0_low
6181,2011-09-20,3_summer,2011,09,02,0,2_Tue,Yes,2_misty,17.380000000000003,18.0032,0.88,11.0014,1,4,5,test,0.88,1.791759469228055,0_low,0_low
6182,2011-09-20,3_summer,2011,09,03,0,2_Tue,Yes,2_misty,17.380000000000003,18.0032,0.83,15.001299999999999,0,3,3,test,0.83,1.3862943611198906,0_low,0_low
6183,2011-09-20,3_summer,2011,09,04,0,2_Tue,Yes,1_clear,17.380000000000003,18.0032,0.88,12.998000000000001,2,4,6,test,0.88,1.9459101490553132,0_low,0_low
6184,2011-09-20,3_summer,2011,09,05,NA,2_Tue,Yes,2_misty,17.380000000000003,18.0032,0.88,12.998000000000001,1,21,22,test,0.88,3.1354942159291497,0_low,0_low
6185,2011-09-20,3_summer,2011,09,06,0,2_Tue,Yes,2_misty,17.380000000000003,18.0032,0.88,12.998000000000001,3,111,114,test,0.88,4.74493212836325,0_low,0_low
6186,2011-09-20,3_summer,2011,09,07,NA,2_Tue,Yes,2_misty,17.380000000000003,18.0032,0.88,11.0014,23,306,329,test,0.88,5.799092654460526,1_high,1_high
6187,2011-09-20,3_summer,2011,09,08,0,2_Tue,Yes,3_light rain,17.380000000000003,18.0032,0.94,16.997899999999998,13,196,209,test,0.94,5.3471075307174685,0_low,0_low
6188,2011-09-20,3_summer,2011,09,09,0,2_Tue,Yes,3_light rain,17.380000000000003,18.0032,0.94,15.001299999999999,5,64,69,test,0.94,4.248495242049359,0_low,0_low
6189,2011-09-20,3_summer,2011,09,10,0,2_Tue,Yes,3_light rain,18.320000000000004,18.9998,0.88,11.0014,4,26,30,test,0.88,3.4339872044851463,0_low,0_low
6190,2011-09-20,3_summer,2011,09,11,0,2_Tue,Yes,3_light rain,18.320000000000004,18.9998,0.88,11.0014,8,48,56,test,0.88,4.04305126783455,0_low,0_low
6191,2011-09-20,3_summer,2011,09,12,0,2_Tue,Yes,2_misty,18.320000000000004,18.9998,0.94,11.0014,13,47,60,test,0.94,4.110873864173311,0_low,0_low
6192,2011-09-20,3_summer,2011,09,13,0,2_Tue,Yes,2_misty,18.320000000000004,18.9998,0.94,8.9981,22,81,103,test,0.94,4.6443908991413725,0_low,0_low
6193,2011-09-20,3_summer,2011,09,14,0,2_Tue,Yes,2_misty,19.259999999999998,20.003,0.88,12.998000000000001,27,85,112,test,0.88,4.727387818712341,0_low,0_low
6194,2011-09-20,3_summer,2011,09,15,0,2_Tue,Yes,2_misty,21.14,22.9994,0.78,7.0015,34,158,192,test,0.78,5.262690188904886,0_low,0_low
6195,2011-09-20,3_summer,2011,09,16,NA,2_Tue,Yes,2_misty,20.2,20.9996,0.83,11.0014,23,241,264,test,0.83,5.579729825986222,0_low,0_low
6196,2011-09-20,3_summer,2011,09,17,0,2_Tue,Yes,1_clear,20.2,20.9996,0.83,7.0015,66,445,511,test,0.83,6.238324625039508,1_high,1_high
6197,2011-09-20,3_summer,2011,09,18,0,2_Tue,Yes,1_clear,20.2,20.9996,0.83,7.0015,39,453,492,test,0.83,6.20050917404269,1_high,1_high
6198,2011-09-20,3_summer,2011,09,19,0,2_Tue,Yes,1_clear,19.259999999999998,20.003,0.88,NA,43,294,337,test,0.88,5.823045895483019,1_high,1_high
6199,2011-09-20,3_summer,2011,09,20,0,2_Tue,Yes,1_clear,18.320000000000004,18.9998,0.94,NA,41,212,253,test,0.94,5.537334267018537,0_low,0_low
6200,2011-09-20,3_summer,2011,09,21,0,2_Tue,Yes,1_clear,18.320000000000004,18.9998,0.94,NA,29,177,206,test,0.94,5.332718793265369,0_low,0_low
6201,2011-09-20,3_summer,2011,09,22,0,2_Tue,Yes,1_clear,18.320000000000004,18.9998,0.94,NA,23,125,148,test,0.94,5.003946305945459,0_low,0_low
6202,2011-09-20,3_summer,2011,09,23,0,2_Tue,Yes,1_clear,18.320000000000004,18.9998,0.94,NA,11,70,81,test,0.94,4.406719247264253,0_low,0_low
6203,2011-09-21,3_summer,2011,09,00,0,3_Wed,Yes,1_clear,17.380000000000003,18.0032,1,NA,7,20,27,test,1,3.332204510175204,0_low,0_low
6204,2011-09-21,3_summer,2011,09,01,0,3_Wed,Yes,1_clear,17.380000000000003,18.0032,0.94,NA,0,17,17,test,0.94,2.8903717578961645,0_low,0_low
6205,2011-09-21,3_summer,2011,09,02,0,3_Wed,Yes,1_clear,17.380000000000003,18.0032,0.94,NA,1,5,6,test,0.94,1.9459101490553132,0_low,0_low
6206,2011-09-21,3_summer,2011,09,03,0,3_Wed,Yes,2_misty,17.380000000000003,18.0032,0.94,6.0032,0,6,6,test,0.94,1.9459101490553132,0_low,0_low
6207,2011-09-21,3_summer,2011,09,04,0,3_Wed,Yes,2_misty,17.380000000000003,18.0032,1,8.9981,2,5,7,test,1,2.0794415416798357,0_low,0_low
6208,2011-09-21,3_summer,2011,09,05,NA,3_Wed,Yes,2_misty,17.380000000000003,18.0032,1,11.0014,1,30,31,test,1,3.4657359027997265,0_low,0_low
6209,2011-09-21,3_summer,2011,09,06,0,3_Wed,Yes,2_misty,17.380000000000003,18.0032,1,12.998000000000001,5,112,117,test,1,4.770684624465665,0_low,0_low
6210,2011-09-21,3_summer,2011,09,07,0,3_Wed,Yes,2_misty,17.380000000000003,18.0032,1,12.998000000000001,18,312,330,test,1,5.802118375377063,1_high,1_high
6211,2011-09-21,3_summer,2011,09,08,0,3_Wed,Yes,2_misty,17.380000000000003,18.0032,1,7.0015,18,444,462,test,1,6.137727054086234,1_high,1_high
6212,2011-09-21,3_summer,2011,09,09,0,3_Wed,Yes,2_misty,18.320000000000004,18.9998,1,6.0032,21,187,208,test,1,5.342334251964811,0_low,0_low
6213,2011-09-21,3_summer,2011,09,10,NA,3_Wed,Yes,2_misty,20.2,20.003,0.88,NA,30,103,133,test,0.88,4.897839799950911,0_low,0_low
6214,2011-09-21,3_summer,2011,09,11,0,3_Wed,Yes,2_misty,21.14,22.0028,0.83,11.0014,42,138,180,test,0.83,5.198497031265826,0_low,0_low
6215,2011-09-21,3_summer,2011,09,12,0,3_Wed,Yes,2_misty,22.080000000000002,22.9994,0.78,6.0032,42,151,193,test,0.78,5.267858159063328,0_low,0_low
6216,2011-09-21,3_summer,2011,09,13,0,3_Wed,Yes,2_misty,23.020000000000003,24.999200000000002,0.74,11.0014,37,144,181,test,0.74,5.204006687076795,0_low,0_low
6217,2011-09-21,3_summer,2011,09,14,0,3_Wed,Yes,2_misty,23.020000000000003,24.999200000000002,0.74,12.998000000000001,40,139,179,test,0.74,5.19295685089021,0_low,0_low
6218,2011-09-21,3_summer,2011,09,15,0,3_Wed,Yes,2_misty,23.020000000000003,24.999200000000002,0.74,7.0015,43,142,185,test,0.74,5.225746673713202,0_low,0_low
6219,2011-09-21,3_summer,2011,09,16,0,3_Wed,Yes,2_misty,23.020000000000003,24.999200000000002,0.74,7.0015,51,230,281,test,0.74,5.641907070938114,0_low,0_low
6220,2011-09-21,3_summer,2011,09,17,0,3_Wed,Yes,3_light rain,23.020000000000003,24.999200000000002,0.74,11.0014,61,475,536,test,0.74,6.285998094508865,1_high,1_high
6221,2011-09-21,3_summer,2011,09,18,0,3_Wed,Yes,3_light rain,22.080000000000002,22.0028,0.83,11.0014,24,384,408,test,0.83,6.013715156042802,1_high,1_high
6222,2011-09-21,3_summer,2011,09,19,0,3_Wed,Yes,3_light rain,21.14,20.003,0.94,NA,30,253,283,test,0.94,5.648974238161206,0_low,0_low
6223,2011-09-21,3_summer,2011,09,20,0,3_Wed,Yes,3_light rain,21.14,20.003,0.94,NA,11,149,160,test,0.94,5.081404364984463,0_low,0_low
6224,2011-09-21,3_summer,2011,09,21,0,3_Wed,Yes,2_misty,20.2,17,1,6.0032,25,175,200,test,1,5.303304908059076,0_low,0_low
6225,2011-09-21,3_summer,2011,09,22,0,3_Wed,Yes,2_misty,21.14,20.003,0.94,NA,15,112,127,test,0.94,4.852030263919617,0_low,0_low
6226,2011-09-21,3_summer,2011,09,23,0,3_Wed,Yes,1_clear,20.2,18.0032,0.94,7.0015,15,80,95,test,0.94,4.564348191467836,0_low,0_low
6227,2011-09-22,3_summer,2011,09,00,0,4_Thu,Yes,1_clear,20.2,18.0032,0.94,7.0015,11,30,41,test,0.94,3.7376696182833684,0_low,0_low
6228,2011-09-22,3_summer,2011,09,01,NA,4_Thu,Yes,2_misty,20.2,18.0032,0.94,6.0032,5,6,11,test,0.94,2.4849066497880004,0_low,0_low
6229,2011-09-22,3_summer,2011,09,02,0,4_Thu,Yes,2_misty,20.2,18.0032,0.94,7.0015,2,8,10,test,0.94,2.3978952727983707,0_low,0_low
6230,2011-09-22,3_summer,2011,09,03,0,4_Thu,Yes,2_misty,20.2,18.0032,0.94,6.0032,5,7,12,test,0.94,2.5649493574615367,0_low,0_low
6231,2011-09-22,3_summer,2011,09,04,0,4_Thu,Yes,2_misty,20.2,18.0032,0.94,6.0032,0,2,2,test,0.94,1.0986122886681098,0_low,0_low
6232,2011-09-22,3_summer,2011,09,05,0,4_Thu,Yes,2_misty,20.2,18.0032,0.94,7.0015,2,28,30,test,0.94,3.4339872044851463,0_low,0_low
6233,2011-09-22,3_summer,2011,09,06,0,4_Thu,Yes,2_misty,20.2,17,1,8.9981,7,94,101,test,1,4.624972813284271,0_low,0_low
6234,2011-09-22,3_summer,2011,09,07,0,4_Thu,Yes,2_misty,20.2,17,1,7.0015,16,295,311,test,1,5.7430031878094825,0_low,0_low
6235,2011-09-22,3_summer,2011,09,08,0,4_Thu,Yes,2_misty,20.2,17,1,11.0014,26,389,415,test,1,6.030685260261263,1_high,1_high
6236,2011-09-22,3_summer,2011,09,09,0,4_Thu,Yes,2_misty,21.14,20.003,0.94,12.998000000000001,35,168,203,test,0.94,5.318119993844216,0_low,0_low
6237,2011-09-22,3_summer,2011,09,10,0,4_Thu,Yes,2_misty,22.080000000000002,22.0028,0.89,15.001299999999999,19,101,120,test,0.89,4.795790545596741,0_low,0_low
6238,2011-09-22,3_summer,2011,09,11,0,4_Thu,Yes,2_misty,22.080000000000002,22.0028,0.89,12.998000000000001,23,142,165,test,0.89,5.111987788356544,0_low,0_low
6239,2011-09-22,3_summer,2011,09,12,0,4_Thu,Yes,2_misty,23.020000000000003,24.0026,0.83,11.0014,25,151,176,test,0.83,5.176149732573829,0_low,0_low
6240,2011-09-22,3_summer,2011,09,13,0,4_Thu,Yes,2_misty,23.020000000000003,24.0026,0.83,12.998000000000001,38,155,193,test,0.83,5.267858159063328,0_low,0_low
6241,2011-09-22,3_summer,2011,09,14,0,4_Thu,Yes,2_misty,23.020000000000003,24.0026,0.83,15.001299999999999,41,142,183,test,0.83,5.214935757608986,0_low,0_low
6242,2011-09-22,3_summer,2011,09,15,NA,4_Thu,Yes,2_misty,23.96,26.002399999999994,0.79,11.0014,32,149,181,test,0.79,5.204006687076795,0_low,0_low
6243,2011-09-22,3_summer,2011,09,16,0,4_Thu,Yes,2_misty,23.96,26.002399999999994,0.74,8.9981,39,262,301,test,0.74,5.71042701737487,0_low,0_low
6244,2011-09-22,3_summer,2011,09,17,0,4_Thu,Yes,2_misty,23.020000000000003,24.0026,0.78,6.0032,50,513,563,test,0.78,6.335054251498059,1_high,1_high
6245,2011-09-22,3_summer,2011,09,18,0,4_Thu,Yes,2_misty,22.080000000000002,22.0028,0.83,7.0015,50,501,551,test,0.83,6.313548046277095,1_high,1_high
6246,2011-09-22,3_summer,2011,09,19,0,4_Thu,Yes,2_misty,22.080000000000002,22.0028,0.89,6.0032,32,388,420,test,0.89,6.042632833682381,1_high,1_high
6247,2011-09-22,3_summer,2011,09,20,0,4_Thu,Yes,2_misty,21.14,20.003,0.94,8.9981,35,250,285,test,0.94,5.655991810819852,0_low,0_low
6248,2011-09-22,3_summer,2011,09,21,0,4_Thu,Yes,2_misty,22.080000000000002,22.0028,0.89,6.0032,27,194,221,test,0.89,5.402677381872279,0_low,0_low
6249,2011-09-22,3_summer,2011,09,22,NA,4_Thu,Yes,2_misty,21.14,18.0032,1,6.0032,21,166,187,test,1,5.236441962829949,0_low,0_low
6250,2011-09-22,3_summer,2011,09,23,0,4_Thu,Yes,2_misty,21.14,20.003,0.94,NA,14,99,113,test,0.94,4.736198448394496,0_low,0_low
6251,2011-09-23,4_fall,2011,09,00,0,5_Fri,Yes,2_misty,21.14,20.003,0.94,6.0032,11,41,52,test,0.94,3.970291913552122,0_low,0_low
6252,2011-09-23,4_fall,2011,09,01,NA,5_Fri,Yes,2_misty,20.2,17,1,NA,2,29,31,test,1,3.4657359027997265,0_low,0_low
6253,2011-09-23,4_fall,2011,09,02,0,5_Fri,Yes,2_misty,20.2,17,1,7.0015,6,14,20,test,1,3.044522437723423,0_low,0_low
6254,2011-09-23,4_fall,2011,09,03,0,5_Fri,Yes,2_misty,20.2,17,1,NA,3,5,8,test,1,2.1972245773362196,0_low,0_low
6255,2011-09-23,4_fall,2011,09,04,0,5_Fri,Yes,3_light rain,20.2,17,1,NA,6,7,13,test,1,2.6390573296152584,0_low,0_low
6256,2011-09-23,4_fall,2011,09,05,0,5_Fri,Yes,2_misty,21.14,20.003,0.94,NA,2,20,22,test,0.94,3.1354942159291497,0_low,0_low
6257,2011-09-23,4_fall,2011,09,06,0,5_Fri,Yes,2_misty,21.14,20.003,0.94,6.0032,5,99,104,test,0.94,4.653960350157523,0_low,0_low
6258,2011-09-23,4_fall,2011,09,07,0,5_Fri,Yes,3_light rain,21.14,20.003,0.94,8.9981,14,240,254,test,0.94,5.541263545158426,0_low,0_low
6259,2011-09-23,4_fall,2011,09,08,0,5_Fri,Yes,3_light rain,21.14,20.003,0.94,8.9981,20,297,317,test,0.94,5.762051382780177,0_low,0_low
6260,2011-09-23,4_fall,2011,09,09,0,5_Fri,Yes,3_light rain,21.14,18.0032,1,8.9981,3,108,111,test,1,4.718498871295094,0_low,0_low
6261,2011-09-23,4_fall,2011,09,10,0,5_Fri,Yes,3_light rain,21.14,18.0032,1,7.0015,7,28,35,test,1,3.58351893845611,0_low,0_low
6262,2011-09-23,4_fall,2011,09,11,0,5_Fri,Yes,3_light rain,21.14,18.0032,1,7.0015,1,20,21,test,1,3.091042453358316,0_low,0_low
6263,2011-09-23,4_fall,2011,09,12,0,5_Fri,Yes,3_light rain,21.14,20.003,0.94,7.0015,1,28,29,test,0.94,3.4011973816621555,0_low,0_low
6264,2011-09-23,4_fall,2011,09,13,0,5_Fri,Yes,3_light rain,20.2,17,1,6.0032,7,27,34,test,1,3.5553480614894135,0_low,0_low
6265,2011-09-23,4_fall,2011,09,14,NA,5_Fri,Yes,3_light rain,20.2,17,1,6.0032,3,21,24,test,1,3.2188758248682006,0_low,0_low
6266,2011-09-23,4_fall,2011,09,15,0,5_Fri,Yes,3_light rain,21.14,20.003,0.94,7.0015,9,52,61,test,0.94,4.127134385045092,0_low,0_low
6267,2011-09-23,4_fall,2011,09,16,0,5_Fri,Yes,3_light rain,21.14,20.003,0.94,NA,5,51,56,test,0.94,4.04305126783455,0_low,0_low
6268,2011-09-23,4_fall,2011,09,17,0,5_Fri,Yes,2_misty,20.2,17,1,NA,13,86,99,test,1,4.605170185988092,0_low,0_low
6269,2011-09-23,4_fall,2011,09,18,0,5_Fri,Yes,1_clear,20.2,17,1,NA,14,220,234,test,1,5.459585514144159,0_low,0_low
6270,2011-09-23,4_fall,2011,09,19,0,5_Fri,Yes,1_clear,21.14,20.003,0.94,8.9981,16,232,248,test,0.94,5.517452896464707,0_low,0_low
6271,2011-09-23,4_fall,2011,09,20,0,5_Fri,Yes,1_clear,20.2,18.0032,0.94,NA,21,158,179,test,0.94,5.19295685089021,0_low,0_low
6272,2011-09-23,4_fall,2011,09,21,0,5_Fri,Yes,1_clear,20.2,17,1,11.0014,17,121,138,test,1,4.9344739331306915,0_low,0_low
6273,2011-09-23,4_fall,2011,09,22,NA,5_Fri,Yes,1_clear,20.2,18.0032,0.94,11.0014,31,126,157,test,0.94,5.062595033026967,0_low,0_low
6274,2011-09-23,4_fall,2011,09,23,0,5_Fri,Yes,2_misty,19.259999999999998,20.003,1,8.9981,41,107,148,test,1,5.003946305945459,0_low,0_low
6275,2011-09-24,4_fall,2011,09,00,0,6_Sat,No,1_clear,19.259999999999998,20.003,1,6.0032,7,86,93,test,1,4.543294782270004,0_low,0_low
6276,2011-09-24,4_fall,2011,09,01,0,6_Sat,No,2_misty,19.259999999999998,20.003,0.94,6.0032,18,61,79,test,0.94,4.382026634673881,0_low,0_low
6277,2011-09-24,4_fall,2011,09,02,NA,6_Sat,No,2_misty,19.259999999999998,20.003,0.94,6.0032,14,54,68,test,0.94,4.23410650459726,0_low,0_low
6278,2011-09-24,4_fall,2011,09,03,0,6_Sat,No,1_clear,19.259999999999998,20.003,0.94,NA,4,27,31,test,0.94,3.4657359027997265,0_low,0_low
6279,2011-09-24,4_fall,2011,09,04,0,6_Sat,No,1_clear,18.320000000000004,18.9998,0.94,7.0015,1,7,8,test,0.94,2.1972245773362196,0_low,0_low
6280,2011-09-24,4_fall,2011,09,05,0,6_Sat,No,2_misty,18.320000000000004,18.9998,0.94,7.0015,2,3,5,test,0.94,1.791759469228055,0_low,0_low
6281,2011-09-24,4_fall,2011,09,06,NA,6_Sat,No,2_misty,18.320000000000004,18.9998,0.94,7.0015,6,12,18,test,0.94,2.9444389791664403,0_low,0_low
6282,2011-09-24,4_fall,2011,09,07,0,6_Sat,No,2_misty,18.320000000000004,18.9998,0.88,7.0015,12,34,46,test,0.88,3.8501476017100584,0_low,0_low
6283,2011-09-24,4_fall,2011,09,08,0,6_Sat,No,2_misty,19.259999999999998,20.003,0.9,6.0032,19,102,121,test,0.9,4.804021044733257,0_low,0_low
6284,2011-09-24,4_fall,2011,09,09,0,6_Sat,No,2_misty,20.2,20.003,0.88,6.0032,41,134,175,test,0.88,5.170483995038151,0_low,0_low
6285,2011-09-24,4_fall,2011,09,10,0,6_Sat,No,2_misty,20.2,20.003,0.88,6.0032,90,203,293,test,0.88,5.683579767338681,0_low,0_low
